,,,,,events,Ignite Wrestling Pro- The Last Stand,Tad’s Tandoori,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Retinex Theory: Understanding colour perception,The Royal Institution,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,CHACHA'S YARD SAT 3 MAY LONDON,Not revealed,5.0,12.0,0.0,,,,,,,,,,,,,,
,,,,,events,BigFishLittle Fish x Barking Riverside May Day Family Rave 3 May 2-4pm,C|T Group,5.0,14.0,0.0,,,,,,,,,,,,,,
,,,,,events,BigFishLittle Fish x Barking Riverside May Day Family Rave 3 May 2-4pm,Jak’s Mayfair,5.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,"Unleashing AI: Practical Implications for Jobs, Organisations, Work and the",Not revealed,5.0,13.0,0.0,,,,,,,,,,,,,,
,,,,,events,"Unleashing AI: Practical Implications for Jobs, Organisations, Work and the",Jak’s Mayfair,5.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,EoLDUK Annual Gathering (Members Only),NW1 7FB,4.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Walking Tour - In Vincent's Footsteps: from Covent Garden to Stockwell,Not revealed,5.0,16.0,0.0,,,,,,,,,,,,,,
,,,,,events,Computer Science for Fun (CS4FN) 20th Anniversary Celebration Event,(North side),5.0,14.0,0.0,,,,,,,,,,,,,,
,,,,,events,Session 15 - Monoprinting Workshop,Not revealed,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Hudson and Don Roberto - Celebrating Two Anglo-Argentine Heroes,"St John the Baptist Church, Hoxton",5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,"The “Curious” Life of Elizabeth Blackwell, 18th Century Botanical Artist","St John the Baptist Church, Hoxton",4.0,13.0,0.0,,,,,,,,,,,,,,
,,,,,events,Beetle Field Recorder Day,Not revealed,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Cycling Electric Presents: Olympic Park Demo Day,Lee Valley VeloPark,5.0,10.0,1.0,,,,,,,,,,,,,,
,,,,,events,Cycling Electric Presents: Olympic Park Demo Day,Not revealed,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,The Cancer Prevention Research Conference 2025,Lee Valley VeloPark,5.0,14.0,0.0,,,,,,,,,,,,,,
,,,,,events,The Cancer Prevention Research Conference 2025,Leonardo Royal Hotel London Tower Bridge,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,The Beyond Debut,The Pleasance Theatre,7.0,13.0,0.0,,,,,,,,,,,,,,
,,,,,events,Kinder Proms - Peter and the Wolf,The Pleasance Theatre,5.0,17.0,0.0,,,,,,,,,,,,,,
,,,,,events,Made In 90s Festival Feat  MYA ! NATHAN ! HEARTLESS CREW,Bubba Oasis,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Meet Simone Soltani at Waterstones White City,Not revealed,5.0,16.0,0.0,,,,,,,,,,,,,,
,,,,,events,Desi Singles Cocktail Mixer Night  DSPW - London - ConnectAsian,Addington Park,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,SWTA 3RD Birthday,Shoreditch Exchange,5.0,14.0,0.0,,,,,,,,,,,,,,
,,,,,events,"The London Network: Tech Startups, Professionals & Investors Connect Event",The Gallery - Tileyard London,4.0,12.0,0.0,,,,,,,,,,,,,,
,,,,,events,BFA Hub Meeting and UK Florist of the Year 2025 Heats: LONDON,Not revealed,4.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Cancer Grand Challenges Conference: extrachromosomal DNA,Not revealed,6.0,11.0,1.0,,,,,,,,,,,,,,
,,,,,events,Rachmaninoff Preludes and Nirvana on piano,Holy Sepulchre Church,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,The Unlikeable Women™️ Summit,Not revealed,5.0,11.0,1.0,,,,,,,,,,,,,,
,,,,,events,La Maison De Roland & Arena D.T présentent Samy Succès en concert live,Hoopla Impro at The Miller,5.0,16.0,0.0,,,,,,,,,,,,,,
,,,,,events,Fearless Atelier Fashion Show,Not revealed,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Pioneer Plays Festival,Not revealed,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Michael Lewis: In Urgent Defence of Government,UNIT3 STUDIOS,6.0,12.0,0.0,,,,,,,,,,,,,,
,,,,,events,"Ludwig van Beethoven/Franz Liszt - Symphony no.9 in D minor, op.125",Not revealed,6.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,"Ludwig van Beethoven/Franz Liszt - Symphony no.9 in D minor, op.125",UNIT3 STUDIOS,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,"In the Footsteps of Mudlarks: Sun May 4th 2025, Millennium Bridge",ustwo London,5.0,12.0,0.0,,,,,,,,,,,,,,
,,,,,events,"In the Footsteps of Mudlarks: Sun May 4th 2025, Millennium Bridge",Not revealed,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Community New Biz Breakfast 2025,Emmanuel Centre,5.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,JESUS GUERRERO & Guests - FLAMENCO,Emmanuel Centre,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Cold Water Surf Series 2025   (Fundraising For City Kids Surfing),Not revealed,4.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,"Sakis Rouvas Troxy, London",Troxy,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Cold Water Surf Series 2025   (Fundraising For City Kids Surfing),"St Peter's Church, Hammersmith",5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,DAVIDD  + JACK FOZ + LEA G @ The Raven,The Raven Tower Bridge,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,CITYSMELODY BANK HOLIDAY SUMMER OPENING!,Not revealed,5.0,20.0,0.0,,,,,,,,,,,,,,
,,,,,events,Wise Words - How to Build a Business Around Your Book sponsors ClioBooks.ai,Polish White Eagle Club,4.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,SUN CITY DAY PARTY | BANK HOLIDAY SUNDAY,The Franklin London - Starhotels Collezione,5.0,14.0,0.0,,,,,,,,,,,,,,
,,,,,events,So You Think You Know Rose? Workshop with LMR Naturals and Jo Fairley,Not revealed,5.0,15.0,0.0,,,,,,,,,,,,,,
,,,,,events,✨STORY Clinic Bridal Skin Event✨,"St James's Church, Piccadilly",4.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Stradivarius Showcase,E1,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,OLD SKL R£B,Barnes Methodist Church,5.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,Bubba Yoga & Brunch: April,Barnes Methodist Church,5.0,13.0,0.0,,,,,,,,,,,,,,
,,,,,events,Fashion Talk & Networking Event,Not revealed,5.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,Halay Night Live featuring Onder Dogan ( Grup Gencler ),Parlay E18 ( Venue Hire ),5.0,17.0,0.0,,,,,,,,,,,,,,
,,,,,events,Halay Night Live featuring Onder Dogan ( Grup Gencler ),Not revealed,4.0,20.0,0.0,,,,,,,,,,,,,,
,,,,,events,FAST TRACKING YOUR FUTURE II,The Exhibit,4.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,FAST TRACKING YOUR FUTURE II,Not revealed,6.0,8.0,1.0,,,,,,,,,,,,,,
,,,,,events,"LONDON SOURCE: NXDIA, BRADLEY JAGO, DALIA, MARLEY",The Exhibit,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,"LONDON SOURCE: NXDIA, BRADLEY JAGO, DALIA, MARLEY",8 Northumberland Avenue,5.0,14.0,0.0,,,,,,,,,,,,,,
,,,,,events,Stretched & Surrendered,Not revealed,4.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,★ Live Music @ THE HANWELL CAVERN ★,STEREO Covent Garden,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Join us for the launch of Oat To Joy by Sonder rider Emma Pooley!,Frontline Club,4.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,A Fabulous Villain - Covent Garden,Frontline Club,5.0,13.0,0.0,,,,,,,,,,,,,,
,,,,,events,Sunday Service 10th edition,The Hanwell Cavern,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,"Mayfair, Knightsbridge & Kensington and Chelsea Connector",Not revealed,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,King's Day Boat Party 2025,Waterstones,5.0,13.0,0.0,,,,,,,,,,,,,,
,,,,,events,An Evening With CNM Health Coach: Unearth Your New Career,The Yard,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,"An Evening with Sarah Connolly, Nicky Spence and Friends",MILA,5.0,20.0,0.0,,,,,,,,,,,,,,
,,,,,events,"An Evening with Sarah Connolly, Nicky Spence and Friends",Not revealed,5.0,13.0,0.0,,,,,,,,,,,,,,
,,,,,events,Radicle Plant Walks - Walthamstow,Not revealed,4.0,10.0,1.0,,,,,,,,,,,,,,
,,,,,events,Competition Final | WIN £200!,Bishops,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Wicked Outdoor Cinema Sing-A-Long at Kew Gardens,Bishops,6.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Spring Supper Club At DAUNS,"Royal Botanic Gardens, Kew",5.0,20.0,0.0,,,,,,,,,,,,,,
,,,,,events,Top Of The Morning! with Suzy Nightingale and Nicola Bonn,Not revealed,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Top Of The Morning! with Suzy Nightingale and Nicola Bonn,41 Frith St,5.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,Atif Aslam & Arijit Singh Tribute  Bollywood Night London with Irfan Ahmed,Not revealed,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,"Guest Event: BOATS, BOOKS & BEATS",Dauns,5.0,11.0,1.0,,,,,,,,,,,,,,
,,,,,events,Film Screening for Palestine,Not revealed,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,House of Queens - Ladies Poker Night,Theatreship,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Blackheath Society Architectural Annual Lecture;  Delivering Social Housing,Not revealed,5.0,17.0,0.0,,,,,,,,,,,,,,
,,,,,events,Blackheath Society Architectural Annual Lecture;  Delivering Social Housing,Theatreship,6.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,"LONDON - Indigo  at The O2 DISCOS FOR GROWN UPs 70s, 80s, 90s  disco party",The Wisteria,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,"Traid X Wool and the Gang: Swap, Shop & Make",Not revealed,5.0,17.0,0.0,,,,,,,,,,,,,,
,,,,,events,"Traid X Wool and the Gang: Swap, Shop & Make",The Wisteria,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Ri Demo Team unleashed,Stanley's Chelsea,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,DAY PARTY LDN - London's Summer Day Party - 1000+ RAVERS,Stanley's Chelsea,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,The Solaris Annual Leadership Conference - Celebrating Black Futures 2025,30 Euston Square,5.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,The Solaris Annual Leadership Conference - Celebrating Black Futures 2025,Not revealed,4.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,LPBC Book Meeting | Lost In The Garden by Adam S. Leslie,30 Euston Square,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,LPBC Book Meeting | Lost In The Garden by Adam S. Leslie,Ye Olde Rose & Crown,4.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,"YAMS 2-Year Anniversary: Music, Networking & Industry Insights",Not revealed,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Sip & Paint Wandsworth,Nottingham Trent University - London Campus,4.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Guest Event: Naomi Banks,Nottingham Trent University - London Campus,7.0,12.0,0.0,,,,,,,,,,,,,,
,,,,,events,Guest Event: Naomi Banks,Brewer's Inn,5.0,14.0,0.0,,,,,,,,,,,,,,
,,,,,events,TNS Reads: Chapter 6,VaynerMedia EMEA,4.0,14.0,0.0,,,,,,,,,,,,,,
,,,,,events,Soul Sanctuary Healing Circle,Not revealed,4.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Mat pilates +  art exhibition followed by coffee & croissants,Plot 9 Maze Hill,6.0,17.0,0.0,,,,,,,,,,,,,,
,,,,,events,Pints & Purpose: Casual Networking for Women & NB Biz Owners in SE London,Not revealed,4.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Pints & Purpose: Casual Networking for Women & NB Biz Owners in SE London,Plot 9 Maze Hill,4.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Bashment Fall Off - Everyone Free Before 12AM,Not revealed,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Greatman Takit: Live in London,Millers Way Project,5.0,22.0,0.0,,,,,,,,,,,,,,
,,,,,events,SERVING 003,Croydon Jubilee Church,5.0,13.0,0.0,,,,,,,,,,,,,,
,,,,,events,RSA Central Fellows Festival 2025: The Power of Connection,Not revealed,5.0,13.0,0.0,,,,,,,,,,,,,,
,,,,,events,La Traviata (OperaGlass Works),Boston Room at George IV,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,COUNT MY BLESSINGS 2.0 – All Black Affair Edition,Boston Room at George IV,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,"Beyond Victory Panel: Destruction, Restoration and Commemoration",Not revealed,6.0,11.0,1.0,,,,,,,,,,,,,,
,,,,,events,Семен Слепаков | 20.05 | London,"St Peter's Church, De Beauvoir Town, London",5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Семен Слепаков | 20.05 | London,Not revealed,6.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,The One with the Friends Quiz,The Horatia,4.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,The One with the Friends Quiz,Not revealed,5.0,14.0,0.0,,,,,,,,,,,,,,
,,,,,events,London British Muslim Marriage Event Sunday 11th May.,Royal Mahal Banqueting & Events,5.0,22.0,0.0,,,,,,,,,,,,,,
,,,,,events,SK8 OF MINDS: Stormskater SPINS and Routine,Royal Mahal Banqueting & Events,5.0,13.0,0.0,,,,,,,,,,,,,,
,,,,,events,COCO PARTY - AFRICA MEETS THE CARIBBEAN EDITION,Not revealed,6.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,From Writers to Authors Cohort 1 - The Finale,"Mary's, Upper Street, London, UK",4.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,From Writers to Authors Cohort 1 - The Finale,Aures London,5.0,17.0,0.0,,,,,,,,,,,,,,
,,,,,events,Sonny Tennet at London Scala,Aures London,5.0,17.0,0.0,,,,,,,,,,,,,,
,,,,,events,CLR Live Showcase - April 30TH,Not revealed,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,The Overproofs present  Baba-Boom Time,Warren Centre,5.0,16.0,0.0,,,,,,,,,,,,,,
,,,,,events,Disrupt London 24.0,Not revealed,4.0,16.0,0.0,,,,,,,,,,,,,,
,,,,,events,Healing the Inner Child: A Transformative Women's Circle,The Social (Leytonstone Ex-Servicemen's Club),6.0,14.0,0.0,,,,,,,,,,,,,,
,,,,,events,'Artist Crit' with Darcey Fleming & Françoise,Not revealed,5.0,14.0,0.0,,,,,,,,,,,,,,
,,,,,events,Brush & Breathe London Art Wellness Evening,Luv Yourself Space,5.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,Talking Tech. A workshop for parents & carers (748),Not revealed,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Dance Workshop with Postmodern Jukebox & The Gatsby Girls,St James's Piccadilly,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Books & Beats // Set Night,Not revealed,6.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,Female Founders Summit London | Event for female founders & investors,Not revealed,5.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,"How strategic, insights-led storytelling can fuel your talent attraction","Tower Lecture Theatre and Roben’s Suite, 29th Floor, Guy's Hospital, Great Maze Pond, London, SE1 9RT",5.0,20.0,0.0,,,,,,,,,,,,,,
,,,,,events,"In the Footsteps of Mudlarks: Tue 22nd April 2025, Wapping","Tower Lecture Theatre and Roben’s Suite, 29th Floor, Guy's Hospital, Great Maze Pond, London, SE1 9RT",5.0,8.0,1.0,,,,,,,,,,,,,,
,,,,,events,VYBS IN MOTION,The Goldsmiths' Centre,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,The Taming of the Shrew - Leinster Square,Not revealed,5.0,22.0,0.0,,,,,,,,,,,,,,
,,,,,events,VIP Mixer at 5* Nobu Hotel Bar (Marylebone),New Crane - Wapping,6.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Soca Cycle: 2015 Throwback,Soho Zebrano,5.0,16.0,0.0,,,,,,,,,,,,,,
,,,,,events,Broadgate Show & Tell,Not revealed,5.0,13.0,0.0,,,,,,,,,,,,,,
,,,,,events,"GET UP, GET IT DONE",Not revealed,5.0,15.0,0.0,,,,,,,,,,,,,,
,,,,,events,10.! Celebrating 10 Years Of MusicBySerafu In The  Live Band Industry,Faces NightClub,6.0,22.0,0.0,,,,,,,,,,,,,,
,,,,,events,Russia: In conversation with Chris Steele & Stephanie Baker,Not revealed,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,LIVE with SoundHouse @ Jamboree,The Campaner,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Soca Karaoke 3rd Year Anniversary! Hosted by DJ TRIPLE M,Not revealed,6.0,15.0,0.0,,,,,,,,,,,,,,
,,,,,events,Curious Histories' talks come to London,"St James's Church, Piccadilly",4.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,CoPSO Conference 2025,Not revealed,5.0,10.0,1.0,,,,,,,,,,,,,,
,,,,,events,Concertina ○ Zine Workshop,"The Tokenhouse, Moorgate",4.0,14.0,0.0,,,,,,,,,,,,,,
,,,,,events,WAY BACK WHEN: BANK HOLIDAY SPECIAL,"The Tokenhouse, Moorgate",5.0,15.0,0.0,,,,,,,,,,,,,,
,,,,,events,Franklin and Freemasonry,Victory Services Club,4.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Franklin and Freemasonry,Not revealed,6.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,The UK Black Business Entrepreneurs Conference 2025,Victory Services Club,5.0,11.0,1.0,,,,,,,,,,,,,,
,,,,,events,The UK Black Business Entrepreneurs Conference 2025,Everybody Reads,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,JOIN THE MOST IMPACTFUL ZUMBATHON & CHANGE LIVES!,Not revealed,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,How To Manage Emotions Workshop,The Create Place,6.0,10.0,1.0,,,,,,,,,,,,,,
,,,,,events,How To Manage Emotions Workshop,Not revealed,5.0,14.0,0.0,,,,,,,,,,,,,,
,,,,,events,Wimbledon Art Fair: 8 - 11 May 2025 (Free Entry),Wimbledon Art Studios,5.0,14.0,0.0,,,,,,,,,,,,,,
,,,,,events,6th Annual ETFGI Global ETFs Insights Summit - Europe & Africa,Convene 155 Bishopsgate,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,St Paul's Cathedral at Night,Convene 155 Bishopsgate,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,St Paul's Cathedral at Night,The Gaumont State Theatre,4.0,10.0,1.0,,,,,,,,,,,,,,
,,,,,events,EMERGENCE - Investment Conference - LONDON 2025,St. Paul's Cathedral,4.0,10.0,1.0,,,,,,,,,,,,,,
,,,,,events,EMERGENCE - Investment Conference - LONDON 2025,Queen Elizabeth Olympic Park Multi-Storey Car Park,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Victory in Europe Day 80th Anniversary Concert,Queen Elizabeth Olympic Park Multi-Storey Car Park,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,TV: The Bigger Picture - DTG Summit 2025,Congress Centre,5.0,8.0,1.0,,,,,,,,,,,,,,
,,,,,events,5Star Congress 2025 !,Not revealed,5.0,14.0,0.0,,,,,,,,,,,,,,
,,,,,events,U K   A C A Convention 2025,The View in The Royal College of Surgeons of England,5.0,10.0,1.0,,,,,,,,,,,,,,
,,,,,events,450 Live -LONDON,Not revealed,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,"Sakis Rouvas Troxy, London",Troxy,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,"Sakis Rouvas Troxy, London",Not revealed,4.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,Symbolic Regression in the Physical Sciences,Troxy,5.0,15.0,0.0,,,,,,,,,,,,,,
,,,,,events,Symbolic Regression in the Physical Sciences,The Royal Society,5.0,10.0,1.0,,,,,,,,,,,,,,
,,,,,events,SLOW JAMS IN THE EAST,LDN East,4.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,The Neuroscience of Emotions: Regulating Your Brain & Body,Not revealed,4.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Americano Live: Trump's first 100 days,Peckham Levels,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Sport Resolutions Annual Conference 2025,Kensington Town Hall,5.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,Tackling health inequalities – mission possible? (in-person event),Not revealed,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Supporting Wounded Veterans - Summer Drinks Reception 2025,Not revealed,4.0,15.0,0.0,,,,,,,,,,,,,,
,,,,,events,Cocopup Pop Up Shop - 10th & 11th May 2025!,The King's Fund,4.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Exhibitions Connect 2025,Victoria and Albert Museum,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Jhon Jairo & Daniela in London on 26/27th April 2025!,Mulberry Sports Centre,4.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,"How You Can Make the World a Radically Better Place, with Rutger Bregman",The RSA,4.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,RNB vs UKG,Not revealed,5.0,17.0,0.0,,,,,,,,,,,,,,
,,,,,events,ToyCon UK 2025,Not revealed,4.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,NEXT 2025 - 英國華人事工同行之旅 UK Chinese Ministry Journey,The Royal Institution of Great Britain,5.0,11.0,1.0,,,,,,,,,,,,,,
,,,,,events,The  Books That Made Me  - with Professor Dame Marina Warner FBA,Kingswood Golf & Country Club,5.0,22.0,0.0,,,,,,,,,,,,,,
,,,,,events,Village Drinks: a unique evening of social networking for gay professionals,Not revealed,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,True Religion: A Denim Affair,Not revealed,5.0,17.0,0.0,,,,,,,,,,,,,,
,,,,,events,"Dreamland 2  | Retailer, ecommerce & DTC growth conference (95% sold out!)",83 Rivington St,5.0,12.0,0.0,,,,,,,,,,,,,,
,,,,,events,Level Up: Accelerating Your Career Growth in a World Built for Someone Else,83 Rivington St,5.0,17.0,0.0,,,,,,,,,,,,,,
,,,,,events,Lifecycle25,Not revealed,4.0,8.0,1.0,,,,,,,,,,,,,,
,,,,,events,BAHNO 2025 Annual Scientific Meeting,Euromonitor International,5.0,8.0,1.0,,,,,,,,,,,,,,
,,,,,events,BAHNO 2025 Annual Scientific Meeting,Tobacco Dock,5.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,8th Annual LSCN Symposium,Not revealed,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,"ACAN! ""Hug the Building!""",Not revealed,4.0,17.0,0.0,,,,,,,,,,,,,,
,,,,,events,Valuing Audiences : VSG Conference 2025,Not revealed,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,The Clave Music Festival,Not revealed,4.0,16.0,0.0,,,,,,,,,,,,,,
,,,,,events,MUSICAL THEATRE HEAVEN,WeWork - Office Space & Coworking,4.0,22.0,0.0,,,,,,,,,,,,,,
,,,,,events,Sikh Singles Coffee Morning,WeWork - Office Space & Coworking,4.0,11.0,1.0,,,,,,,,,,,,,,
,,,,,events,Sustainable Discovery,Not revealed,5.0,11.0,1.0,,,,,,,,,,,,,,
,,,,,events,"Petersham Open Gardens 2025, Petersham Village, Richmond, TW10 7AG",London Transport Museum,5.0,11.0,1.0,,,,,,,,,,,,,,
,,,,,events,The Recruitment Marketing Experience 2025,Not revealed,5.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,Hindu Economic Forum London 2025 -Q2: LAUNCHPAD - Your gateway to funding,Not revealed,5.0,17.0,0.0,,,,,,,,,,,,,,
,,,,,events,The Future of Broking Conference 2025,133 Copeland Rd,5.0,11.0,1.0,,,,,,,,,,,,,,
,,,,,events,ROOFTOP DAY PARTY,1 America Square,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Saints -  A Talk by Amy Jeffs,Royal Institute of British Architects,4.0,16.0,0.0,,,,,,,,,,,,,,
,,,,,events,"Connect More: How can services, sectors & communities find a shared vision?",Not revealed,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Sustainable Design Forum & Awards 2025,Ministry of Sound,5.0,10.0,1.0,,,,,,,,,,,,,,
,,,,,events,GYDA Summit 2025 - The Growth Conference for Agency Leaders,Ministry of Sound,5.0,15.0,0.0,,,,,,,,,,,,,,
,,,,,events,Glitterfest,Not revealed,5.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,AWOL meets Jungle Mania | London,Crypt on the Green,5.0,8.0,1.0,,,,,,,,,,,,,,
,,,,,events,AWOL meets Jungle Mania | London,Not revealed,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,The Gulls' Eggs Luncheon,Shoreditch Exchange,5.0,17.0,0.0,,,,,,,,,,,,,,
,,,,,events,ART + WINE 〰️ Rose England at amie wine studio,Royal Geographical Society,5.0,16.0,0.0,,,,,,,,,,,,,,
,,,,,events,Chingford Green Jumble Trail 27th April 2025,Not revealed,4.0,10.0,1.0,,,,,,,,,,,,,,
,,,,,events,Rhône Roots 2025 Wine Tasting,Lumiere London Underwood,4.0,17.0,0.0,,,,,,,,,,,,,,
,,,,,events,Cyclist Magazine Presents: Olympic Park Track Day,Lumiere London Underwood,5.0,10.0,1.0,,,,,,,,,,,,,,
,,,,,events,London Meet Atomy (26th April 2025),Lee Valley VeloPark,5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Bubble Club: Bunny Bounce,Google CSG | London,4.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,How to thrive in uncertain times,93 Feet East,5.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Just Vibez SPRING TIME Boat PARTY VIBEZ!!!,93 Feet East,5.0,10.0,1.0,,,,,,,,,,,,,,
,,,,,events,NashDown,Sandown Park Racecourse,6.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,NashDown,Not revealed,5.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,events,"Independent Schools Show, Summer Fair",Sandown Park Racecourse,5.0,11.0,1.0,,,,,,,,,,,,,,
,,,,,events,"Independent Schools Show, Summer Fair","The Royal Horticultural Halls, Lindley Hall and Lawrence Hall",5.0,19.0,0.0,,,,,,,,,,,,,,
,,,,,events,Ode to Joy  | A Choral Concert Celebrating Europe,Not revealed,4.0,18.0,0.0,,,,,,,,,,,,,,
,,,,,events,Insurance Tech Innovation Conference - London,Southwark Cathedral,5.0,20.0,0.0,,,,,,,,,,,,,,
